94047 silly lifecycle user-home@1.1.1~preinstall: no script for preinstall, continuing
99004 verbose linkBins qs@6.2.0
99005 verbose linkMans qs@6.2.0
99006 silly build bytes@2.4.0
99007 info linkStuff bytes@2.4.0
99008 silly linkStuff bytes@2.4.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99009 verbose linkBins bytes@2.4.0
99010 verbose linkMans bytes@2.4.0
99011 silly build debug@2.2.0
99012 info linkStuff debug@2.2.0
99013 silly linkStuff debug@2.2.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99014 verbose linkBins debug@2.2.0
99015 verbose linkMans debug@2.2.0
99016 silly build depd@1.1.0
99017 info linkStuff depd@1.1.0
99018 silly linkStuff depd@1.1.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99019 verbose linkBins depd@1.1.0
99020 verbose linkMans depd@1.1.0
99021 silly build ee-first@1.1.1
99022 info linkStuff ee-first@1.1.1
99023 silly linkStuff ee-first@1.1.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99024 verbose linkBins ee-first@1.1.1
99025 verbose linkMans ee-first@1.1.1
99026 silly build iconv-lite@0.4.13
99027 info linkStuff iconv-lite@0.4.13
99028 silly linkStuff iconv-lite@0.4.13 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99029 verbose linkBins iconv-lite@0.4.13
99030 verbose linkMans iconv-lite@0.4.13
99031 silly build lodash@4.13.1
99032 info linkStuff lodash@4.13.1
99033 silly linkStuff lodash@4.13.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99034 verbose linkBins lodash@4.13.1
99035 verbose linkMans lodash@4.13.1
99036 silly build on-finished@2.3.0
99037 info linkStuff on-finished@2.3.0
99038 silly linkStuff on-finished@2.3.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99039 verbose linkBins on-finished@2.3.0
99040 verbose linkMans on-finished@2.3.0
99041 silly build qs@2.4.2
99042 info linkStuff qs@2.4.2
99043 silly linkStuff qs@2.4.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99044 verbose linkBins qs@2.4.2
99045 verbose linkMans qs@2.4.2
99046 silly build sax@1.2.1
99047 info linkStuff sax@1.2.1
99048 silly linkStuff sax@1.2.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99049 verbose linkBins sax@1.2.1
99050 verbose linkMans sax@1.2.1
99051 silly build type-is@1.6.13
99052 info linkStuff type-is@1.6.13
99053 silly linkStuff type-is@1.6.13 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99054 verbose linkBins type-is@1.6.13
99055 verbose linkMans type-is@1.6.13
99056 silly build xmlbuilder@4.2.1
99057 info linkStuff xmlbuilder@4.2.1
99058 silly linkStuff xmlbuilder@4.2.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99059 verbose linkBins xmlbuilder@4.2.1
99060 verbose linkMans xmlbuilder@4.2.1
99061 silly build xml2js@0.4.16
99062 info linkStuff xml2js@0.4.16
99063 silly linkStuff xml2js@0.4.16 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99064 verbose linkBins xml2js@0.4.16
99065 verbose linkMans xml2js@0.4.16
99066 silly build subarg@1.0.0
99067 info linkStuff subarg@1.0.0
99068 silly linkStuff subarg@1.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99069 verbose linkBins subarg@1.0.0
99070 verbose linkMans subarg@1.0.0
99071 silly build supports-color@2.0.0
99072 info linkStuff supports-color@2.0.0
99073 silly linkStuff supports-color@2.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99074 verbose linkBins supports-color@2.0.0
99075 verbose linkMans supports-color@2.0.0
99076 silly build chalk@1.1.3
99077 info linkStuff chalk@1.1.3
99078 silly linkStuff chalk@1.1.3 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99079 verbose linkBins chalk@1.1.3
99080 verbose linkMans chalk@1.1.3
99081 silly build symbol@0.2.3
99082 info linkStuff symbol@0.2.3
99083 silly linkStuff symbol@0.2.3 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99084 verbose linkBins symbol@0.2.3
99085 verbose linkMans symbol@0.2.3
99086 silly build pkg-conf@1.1.3
99087 info linkStuff pkg-conf@1.1.3
99088 silly linkStuff pkg-conf@1.1.3 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99089 verbose linkBins pkg-conf@1.1.3
99090 verbose linkMans pkg-conf@1.1.3
99091 silly build acorn@2.7.0
99092 info linkStuff acorn@2.7.0
99093 silly linkStuff acorn@2.7.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\syntax-error\node_modules as its parent node_modules
99094 verbose linkBins acorn@2.7.0
99095 verbose link bins [ { acorn: './bin/acorn' },
99095 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\syntax-error\\node_modules\\.bin',
99095 verbose link bins   false ]
99096 verbose linkMans acorn@2.7.0
99097 silly build syntax-error@1.1.6
99098 info linkStuff syntax-error@1.1.6
99099 silly linkStuff syntax-error@1.1.6 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99100 verbose linkBins syntax-error@1.1.6
99101 verbose linkMans syntax-error@1.1.6
99102 silly build lodash@4.13.1
99103 info linkStuff lodash@4.13.1
99104 silly linkStuff lodash@4.13.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\table\node_modules as its parent node_modules
99105 verbose linkBins lodash@4.13.1
99106 verbose linkMans lodash@4.13.1
99107 silly build text-table@0.2.0
99108 info linkStuff text-table@0.2.0
99109 silly linkStuff text-table@0.2.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99110 verbose linkBins text-table@0.2.0
99111 verbose linkMans text-table@0.2.0
99112 silly build through@2.3.8
99113 info linkStuff through@2.3.8
99114 silly linkStuff through@2.3.8 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99115 verbose linkBins through@2.3.8
99116 verbose linkMans through@2.3.8
99117 silly build resumer@0.0.0
99118 info linkStuff resumer@0.0.0
99119 silly linkStuff resumer@0.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99120 verbose linkBins resumer@0.0.0
99121 verbose linkMans resumer@0.0.0
99122 silly build JSONStream@1.0.3
99123 info linkStuff JSONStream@1.0.3
99124 silly linkStuff JSONStream@1.0.3 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99125 verbose linkBins JSONStream@1.0.3
99126 verbose link bins [ { JSONStream: './index.js' },
99126 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\.bin',
99126 verbose link bins   false ]
99127 verbose linkMans JSONStream@1.0.3
99128 silly build jayson@1.2.2
99129 info linkStuff jayson@1.2.2
99130 silly linkStuff jayson@1.2.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99131 verbose linkBins jayson@1.2.2
99132 verbose link bins [ { jayson: './bin/jayson.js' },
99132 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\.bin',
99132 verbose link bins   false ]
99133 verbose linkMans jayson@1.2.2
99134 silly build isarray@1.0.0
99135 info linkStuff isarray@1.0.0
99136 silly linkStuff isarray@1.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\through2\node_modules as its parent node_modules
99137 verbose linkBins isarray@1.0.0
99138 verbose linkMans isarray@1.0.0
99139 silly build tildify@1.2.0
99140 info linkStuff tildify@1.2.0
99141 silly linkStuff tildify@1.2.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99142 verbose linkBins tildify@1.2.0
99143 verbose linkMans tildify@1.2.0
99144 silly build time-stamp@1.0.1
99145 info linkStuff time-stamp@1.0.1
99146 silly linkStuff time-stamp@1.0.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99147 verbose linkBins time-stamp@1.0.1
99148 verbose linkMans time-stamp@1.0.1
99149 silly build fancy-log@1.2.0
99150 info linkStuff fancy-log@1.2.0
99151 silly linkStuff fancy-log@1.2.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99152 verbose linkBins fancy-log@1.2.0
99153 verbose linkMans fancy-log@1.2.0
99154 silly build timers-browserify@1.4.2
99155 info linkStuff timers-browserify@1.4.2
99156 silly linkStuff timers-browserify@1.4.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99157 verbose linkBins timers-browserify@1.4.2
99158 verbose linkMans timers-browserify@1.4.2
99159 silly build to-arraybuffer@1.0.1
99160 info linkStuff to-arraybuffer@1.0.1
99161 silly linkStuff to-arraybuffer@1.0.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99162 verbose linkBins to-arraybuffer@1.0.1
99163 verbose linkMans to-arraybuffer@1.0.1
99164 silly build to-utf8@0.0.1
99165 info linkStuff to-utf8@0.0.1
99166 silly linkStuff to-utf8@0.0.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99167 verbose linkBins to-utf8@0.0.1
99168 verbose linkMans to-utf8@0.0.1
99169 silly build bops@0.0.6
99170 info linkStuff bops@0.0.6
99171 silly linkStuff bops@0.0.6 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99172 verbose linkBins bops@0.0.6
99173 verbose linkMans bops@0.0.6
99174 silly build msgpack-js@0.3.0
99175 info linkStuff msgpack-js@0.3.0
99176 silly linkStuff msgpack-js@0.3.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99177 verbose linkBins msgpack-js@0.3.0
99178 verbose linkMans msgpack-js@0.3.0
99179 silly build msgpack-stream@0.0.12
99180 info linkStuff msgpack-stream@0.0.12
99181 silly linkStuff msgpack-stream@0.0.12 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99182 verbose linkBins msgpack-stream@0.0.12
99183 verbose linkMans msgpack-stream@0.0.12
99184 silly build mux-demux@3.7.9
99185 info linkStuff mux-demux@3.7.9
99186 silly linkStuff mux-demux@3.7.9 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99187 verbose linkBins mux-demux@3.7.9
99188 verbose linkMans mux-demux@3.7.9
99189 silly build tough-cookie@2.2.2
99190 info linkStuff tough-cookie@2.2.2
99191 silly linkStuff tough-cookie@2.2.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99192 verbose linkBins tough-cookie@2.2.2
99193 verbose linkMans tough-cookie@2.2.2
99194 silly build traverse@0.6.6
99195 info linkStuff traverse@0.6.6
99196 silly linkStuff traverse@0.6.6 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99197 verbose linkBins traverse@0.6.6
99198 verbose linkMans traverse@0.6.6
99199 silly build trim-newlines@1.0.0
99200 info linkStuff trim-newlines@1.0.0
99201 silly linkStuff trim-newlines@1.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99202 verbose linkBins trim-newlines@1.0.0
99203 verbose linkMans trim-newlines@1.0.0
99204 silly build tryit@1.0.2
99205 info linkStuff tryit@1.0.2
99206 silly linkStuff tryit@1.0.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99207 verbose linkBins tryit@1.0.2
99208 verbose linkMans tryit@1.0.2
99209 silly build is-resolvable@1.0.0
99210 info linkStuff is-resolvable@1.0.0
99211 silly linkStuff is-resolvable@1.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99212 verbose linkBins is-resolvable@1.0.0
99213 verbose linkMans is-resolvable@1.0.0
99214 silly build tty-browserify@0.0.0
99215 info linkStuff tty-browserify@0.0.0
99216 silly linkStuff tty-browserify@0.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99217 verbose linkBins tty-browserify@0.0.0
99218 verbose linkMans tty-browserify@0.0.0
99219 silly build tunnel-agent@0.4.3
99220 info linkStuff tunnel-agent@0.4.3
99221 silly linkStuff tunnel-agent@0.4.3 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99222 verbose linkBins tunnel-agent@0.4.3
99223 verbose linkMans tunnel-agent@0.4.3
99224 silly build tv4@1.2.7
99225 info linkStuff tv4@1.2.7
99226 silly linkStuff tv4@1.2.7 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99227 verbose linkBins tv4@1.2.7
99228 verbose linkMans tv4@1.2.7
99229 silly build tweetnacl@0.13.3
99230 info linkStuff tweetnacl@0.13.3
99231 silly linkStuff tweetnacl@0.13.3 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99232 verbose linkBins tweetnacl@0.13.3
99233 verbose linkMans tweetnacl@0.13.3
99234 silly build sshpk@1.8.3
99235 info linkStuff sshpk@1.8.3
99236 silly linkStuff sshpk@1.8.3 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99237 verbose linkBins sshpk@1.8.3
99238 verbose link bins [ { 'sshpk-conv': 'bin/sshpk-conv',
99238 verbose link bins     'sshpk-sign': 'bin/sshpk-sign',
99238 verbose link bins     'sshpk-verify': 'bin/sshpk-verify' },
99238 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\.bin',
99238 verbose link bins   false ]
99239 verbose linkMans sshpk@1.8.3
99240 silly build type-check@0.3.2
99241 info linkStuff type-check@0.3.2
99242 silly linkStuff type-check@0.3.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99243 verbose linkBins type-check@0.3.2
99244 verbose linkMans type-check@0.3.2
99245 silly build levn@0.3.0
99246 info linkStuff levn@0.3.0
99247 silly linkStuff levn@0.3.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99248 verbose linkBins levn@0.3.0
99249 verbose linkMans levn@0.3.0
99250 silly build optionator@0.8.1
99251 info linkStuff optionator@0.8.1
99252 silly linkStuff optionator@0.8.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99253 verbose linkBins optionator@0.8.1
99254 verbose linkMans optionator@0.8.1
99255 silly build type-is@1.1.0
99256 info linkStuff type-is@1.1.0
99257 silly linkStuff type-is@1.1.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99258 verbose linkBins type-is@1.1.0
99259 verbose linkMans type-is@1.1.0
99260 silly build typedarray@0.0.6
99261 info linkStuff typedarray@0.0.6
99262 silly linkStuff typedarray@0.0.6 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99263 verbose linkBins typedarray@0.0.6
99264 verbose linkMans typedarray@0.0.6
99265 silly build async@0.2.10
99266 info linkStuff async@0.2.10
99267 silly linkStuff async@0.2.10 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\uglify-js\node_modules as its parent node_modules
99268 verbose linkBins async@0.2.10
99269 verbose linkMans async@0.2.10
99270 silly build camelcase@1.2.1
99271 info linkStuff camelcase@1.2.1
99272 silly linkStuff camelcase@1.2.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\uglify-js\node_modules as its parent node_modules
99273 verbose linkBins camelcase@1.2.1
99274 verbose linkMans camelcase@1.2.1
99275 silly build window-size@0.1.0
99276 info linkStuff window-size@0.1.0
99277 silly linkStuff window-size@0.1.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\uglify-js\node_modules as its parent node_modules
99278 verbose linkBins window-size@0.1.0
99279 verbose linkMans window-size@0.1.0
99280 silly build uglify-save-license@0.4.1
99281 info linkStuff uglify-save-license@0.4.1
99282 silly linkStuff uglify-save-license@0.4.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99283 verbose linkBins uglify-save-license@0.4.1
99284 verbose linkMans uglify-save-license@0.4.1
99285 silly build uglify-to-browserify@1.0.2
99286 info linkStuff uglify-to-browserify@1.0.2
99287 silly linkStuff uglify-to-browserify@1.0.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99288 verbose linkBins uglify-to-browserify@1.0.2
99289 verbose linkMans uglify-to-browserify@1.0.2
99290 silly build uid2@0.0.3
99291 info linkStuff uid2@0.0.3
99292 silly linkStuff uid2@0.0.3 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99293 verbose linkBins uid2@0.0.3
99294 verbose linkMans uid2@0.0.3
99295 silly build ultron@1.0.2
99296 info linkStuff ultron@1.0.2
99297 silly linkStuff ultron@1.0.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99298 verbose linkBins ultron@1.0.2
99299 verbose linkMans ultron@1.0.2
99300 silly build umd@3.0.1
99301 info linkStuff umd@3.0.1
99302 silly linkStuff umd@3.0.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99303 verbose linkBins umd@3.0.1
99304 verbose link bins [ { umd: './bin/cli.js' },
99304 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\.bin',
99304 verbose link bins   false ]
99305 verbose linkMans umd@3.0.1
99306 silly build unique-stream@1.0.0
99307 info linkStuff unique-stream@1.0.0
99308 silly linkStuff unique-stream@1.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99309 verbose linkBins unique-stream@1.0.0
99310 verbose linkMans unique-stream@1.0.0
99311 silly build unpipe@1.0.0
99312 info linkStuff unpipe@1.0.0
99313 silly linkStuff unpipe@1.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99314 verbose linkBins unpipe@1.0.0
99315 verbose linkMans unpipe@1.0.0
99316 silly build raw-body@2.1.7
99317 info linkStuff raw-body@2.1.7
99318 silly linkStuff raw-body@2.1.7 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99319 verbose linkBins raw-body@2.1.7
99320 verbose linkMans raw-body@2.1.7
99321 silly build body-parser@1.15.2
99322 info linkStuff body-parser@1.15.2
99323 silly linkStuff body-parser@1.15.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\strong-remoting\node_modules as its parent node_modules
99324 verbose linkBins body-parser@1.15.2
99325 verbose linkMans body-parser@1.15.2
99326 silly build raw-body@2.1.7
99327 info linkStuff raw-body@2.1.7
99328 silly linkStuff raw-body@2.1.7 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\loopback\node_modules as its parent node_modules
99329 verbose linkBins raw-body@2.1.7
99330 verbose linkMans raw-body@2.1.7
99331 silly build body-parser@1.15.2
99332 info linkStuff body-parser@1.15.2
99333 silly linkStuff body-parser@1.15.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\loopback\node_modules as its parent node_modules
99334 verbose linkBins body-parser@1.15.2
99335 verbose linkMans body-parser@1.15.2
99336 silly build finalhandler@0.5.0
99337 info linkStuff finalhandler@0.5.0
99338 silly linkStuff finalhandler@0.5.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99339 verbose linkBins finalhandler@0.5.0
99340 verbose linkMans finalhandler@0.5.0
99341 silly build punycode@1.3.2
99342 info linkStuff punycode@1.3.2
99343 silly linkStuff punycode@1.3.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\url\node_modules as its parent node_modules
99344 verbose linkBins punycode@1.3.2
99345 verbose linkMans punycode@1.3.2
99346 silly build url@0.11.0
99347 info linkStuff url@0.11.0
99348 silly linkStuff url@0.11.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99349 verbose linkBins url@0.11.0
99350 verbose linkMans url@0.11.0
99351 silly build user-home@1.1.1
99352 info linkStuff user-home@1.1.1
99353 silly linkStuff user-home@1.1.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99354 verbose linkBins user-home@1.1.1
99355 verbose link bins [ { 'user-home': 'cli.js' },
99355 verbose link bins   'C:\\work\\src\\github.com\\siddharthhparikh\\cp-web\\node_modules\\.bin',
99355 verbose link bins   false ]
99356 verbose linkMans user-home@1.1.1
99357 silly build util@0.10.3
99358 info linkStuff util@0.10.3
99359 silly linkStuff util@0.10.3 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99360 verbose linkBins util@0.10.3
99361 verbose linkMans util@0.10.3
99362 silly build assert@1.3.0
99363 info linkStuff assert@1.3.0
99364 silly linkStuff assert@1.3.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99365 verbose linkBins assert@1.3.0
99366 verbose linkMans assert@1.3.0
99367 silly build util-deprecate@1.0.2
99368 info linkStuff util-deprecate@1.0.2
99369 silly linkStuff util-deprecate@1.0.2 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99370 verbose linkBins util-deprecate@1.0.2
99371 verbose linkMans util-deprecate@1.0.2
99372 silly build underscore.string@3.3.4
99373 info linkStuff underscore.string@3.3.4
99374 silly linkStuff underscore.string@3.3.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99375 verbose linkBins underscore.string@3.3.4
99376 verbose linkMans underscore.string@3.3.4
99377 silly build readable-stream@2.0.6
99378 info linkStuff readable-stream@2.0.6
99379 silly linkStuff readable-stream@2.0.6 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\through2\node_modules as its parent node_modules
99380 verbose linkBins readable-stream@2.0.6
99381 verbose linkMans readable-stream@2.0.6
99382 silly build readable-stream@2.1.4
99383 info linkStuff readable-stream@2.1.4
99384 silly linkStuff readable-stream@2.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\stream-splicer\node_modules as its parent node_modules
99385 verbose linkBins readable-stream@2.1.4
99386 verbose linkMans readable-stream@2.1.4
99387 silly build stream-splicer@2.0.0
99388 info linkStuff stream-splicer@2.0.0
99389 silly linkStuff stream-splicer@2.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99390 verbose linkBins stream-splicer@2.0.0
99391 verbose linkMans stream-splicer@2.0.0
99392 silly build labeled-stream-splicer@2.0.0
99393 info linkStuff labeled-stream-splicer@2.0.0
99394 silly linkStuff labeled-stream-splicer@2.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99395 verbose linkBins labeled-stream-splicer@2.0.0
99396 verbose linkMans labeled-stream-splicer@2.0.0
99397 silly build readable-stream@2.1.4
99398 info linkStuff readable-stream@2.1.4
99399 silly linkStuff readable-stream@2.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\stream-http\node_modules as its parent node_modules
99400 verbose linkBins readable-stream@2.1.4
99401 verbose linkMans readable-stream@2.1.4
99402 silly build readable-stream@2.1.4
99403 info linkStuff readable-stream@2.1.4
99404 silly linkStuff readable-stream@2.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\stream-combiner2\node_modules as its parent node_modules
99405 verbose linkBins readable-stream@2.1.4
99406 verbose linkMans readable-stream@2.1.4
99407 silly build duplexer2@0.1.4
99408 info linkStuff duplexer2@0.1.4
99409 silly linkStuff duplexer2@0.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\stream-combiner2\node_modules as its parent node_modules
99410 verbose linkBins duplexer2@0.1.4
99411 verbose linkMans duplexer2@0.1.4
99412 silly build stream-combiner2@1.1.1
99413 info linkStuff stream-combiner2@1.1.1
99414 silly linkStuff stream-combiner2@1.1.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99415 verbose linkBins stream-combiner2@1.1.1
99416 verbose linkMans stream-combiner2@1.1.1
99417 silly build readable-stream@2.1.4
99418 info linkStuff readable-stream@2.1.4
99419 silly linkStuff readable-stream@2.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\stream-browserify\node_modules as its parent node_modules
99420 verbose linkBins readable-stream@2.1.4
99421 verbose linkMans readable-stream@2.1.4
99422 silly build stream-browserify@2.0.1
99423 info linkStuff stream-browserify@2.0.1
99424 silly linkStuff stream-browserify@2.0.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99425 verbose linkBins stream-browserify@2.0.1
99426 verbose linkMans stream-browserify@2.0.1
99427 silly build readable-stream@2.1.4
99428 info linkStuff readable-stream@2.1.4
99429 silly linkStuff readable-stream@2.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\read-only-stream\node_modules as its parent node_modules
99430 verbose linkBins readable-stream@2.1.4
99431 verbose linkMans readable-stream@2.1.4
99432 silly build read-only-stream@2.0.0
99433 info linkStuff read-only-stream@2.0.0
99434 silly linkStuff read-only-stream@2.0.0 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99435 verbose linkBins read-only-stream@2.0.0
99436 verbose linkMans read-only-stream@2.0.0
99437 silly build readable-stream@2.1.4
99438 info linkStuff readable-stream@2.1.4
99439 silly linkStuff readable-stream@2.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\module-deps\node_modules as its parent node_modules
99440 verbose linkBins readable-stream@2.1.4
99441 verbose linkMans readable-stream@2.1.4
99442 silly build duplexer2@0.1.4
99443 info linkStuff duplexer2@0.1.4
99444 silly linkStuff duplexer2@0.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\module-deps\node_modules as its parent node_modules
99445 verbose linkBins duplexer2@0.1.4
99446 verbose linkMans duplexer2@0.1.4
99447 silly build readable-stream@2.1.4
99448 info linkStuff readable-stream@2.1.4
99449 silly linkStuff readable-stream@2.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\gulp-watch\node_modules as its parent node_modules
99450 verbose linkBins readable-stream@2.1.4
99451 verbose linkMans readable-stream@2.1.4
99452 silly build readable-stream@2.1.4
99453 info linkStuff readable-stream@2.1.4
99454 silly linkStuff readable-stream@2.1.4 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\gulp-minify-css\node_modules as its parent node_modules
99455 verbose linkBins readable-stream@2.1.4
99456 verbose linkMans readable-stream@2.1.4
99457 silly build readable-stream@2.0.6
99458 info linkStuff readable-stream@2.0.6
99459 silly linkStuff readable-stream@2.0.6 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\concat-stream\node_modules as its parent node_modules
99460 verbose linkBins readable-stream@2.0.6
99461 verbose linkMans readable-stream@2.0.6
99462 silly build concat-stream@1.5.1
99463 info linkStuff concat-stream@1.5.1
99464 silly linkStuff concat-stream@1.5.1 has C:\work\src\github.com\siddharthhparikh\cp-web\node_modules as its parent node_modules
99465 verbose linkBins concat-stream@1.5.1
99466 verbose linkMans concat-stream@1.5.1
99467 silly build readable-stream@2.1.4
99468 info linkStuff readable-stream@2.1.4
